Segment,Customer_ID,Product_ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit, Profit Value , Loss Value ,Date,Month,Quarter,Customer_Name,Product_Name,Country,Profit/Loss
Government,CUST_ID_041,PROD_ID_003,Medium,"2,832.00",120,20,"56,640.00",2832,"53,808.00","28,320.00","25,488.00"," 25,488.00 ",  ,10/12/2021,Dec,Q4,Aiden Clark,Velo,USA,Profit
Government,CUST_ID_054,PROD_ID_003,Medium,"1,579.00",120,20,"31,580.00",1579,"30,001.00","15,790.00","14,211.00"," 14,211.00 ",  ,13/11/2022,Nov,Q4,Harper Wilson,Velo,Italy,Profit
Enterprise,CUST_ID_015,PROD_ID_003,Medium,861,120,125,"107,625.00",5381.25,"102,243.75","103,320.00","-1,076.25",  ," 1,076.25 ",27/04/2022,Apr,Q2,Samuel Taylor,Velo,India,Loss
Small Business,CUST_ID_102,PROD_ID_003,Medium,"1,250.00",120,300,"375,000.00",18750,"356,250.00","312,500.00","43,750.00"," 43,750.00 ",  ,25/05/2022,May,Q2,Harper Phillips,Velo,Italy,Profit
Government,CUST_ID_033,PROD_ID_004,Medium,"2,663.00",250,20,"53,260.00",2663,"50,597.00","26,630.00","23,967.00"," 23,967.00 ",  ,16/08/2022,Aug,Q3,Logan Garcia,VTT,USA,Profit
Government,CUST_ID_033,PROD_ID_004,Medium,570,250,7,"3,990.00",199.5,"3,790.50","2,850.00",940.5, 940.50 ,  ,24/10/2022,Oct,Q4,Logan Garcia,VTT,USA,Profit
Government,CUST_ID_008,PROD_ID_004,Medium,"2,487.00",250,7,"17,409.00",870.45,"16,538.55","12,435.00","4,103.55"," 4,103.55 ",  ,27/03/2022,Mar,Q1,Isabella Wilson,VTT,Japan,Profit
Government,CUST_ID_035,PROD_ID_006,Medium,"1,350.00",260,350,"472,500.00",23625,"448,875.00","351,000.00","97,875.00"," 97,875.00 ",  ,18/12/2022,Dec,Q4,Samuel Johnson,Amarilla,England,Profit
Government,CUST_ID_047,PROD_ID_006,Medium,552,260,350,"193,200.00",9660,"183,540.00","143,520.00","40,020.00"," 40,020.00 ",  ,29/08/2021,Aug,Q3,Michael Wilson,Amarilla,India,Profit
Small Business,CUST_ID_126,PROD_ID_006,Medium,"1,250.00",260,300,"375,000.00",18750,"356,250.00","312,500.00","43,750.00"," 43,750.00 ",  ,15/08/2022,Aug,Q3,Harper Phillips,Amarilla,Italy,Profit
Midmarket,CUST_ID_002,PROD_ID_002,Medium,"3,801.00",10,15,"57,015.00",3420.9,"53,594.10","38,010.00","15,584.10"," 15,584.10 ",  ,19/03/2022,Mar,Q1,Emma Johnson,Paseo,Canada,Profit
Government,CUST_ID_057,PROD_ID_005,Medium,"1,117.50",3,20,"22,350.00",1341,"21,009.00","11,175.00","9,834.00"," 9,834.00 ",  ,12/06/2021,Jun,Q2,Jackson Hill,Carretera,USA,Profit
Midmarket,CUST_ID_090,PROD_ID_005,Medium,"2,844.00",3,15,"42,660.00",2559.6,"40,100.40","28,440.00","11,660.40"," 11,660.40 ",  ,27/07/2021,Jul,Q3,Harper Martin,Carretera,Canada,Profit
Channel Partners,CUST_ID_077,PROD_ID_005,Medium,562,3,12,"6,744.00",404.64,"6,339.36","1,686.00","4,653.36"," 4,653.36 ",  ,23/11/2021,Nov,Q4,Samuel Phillips,Carretera,Germany,Profit
Midmarket,CUST_ID_136,PROD_ID_005,Medium,"2,030.00",3,15,"30,450.00",1827,"28,623.00","20,300.00","8,323.00"," 8,323.00 ",  ,26/07/2021,Jul,Q3,Charlotte Hill,Carretera,Japan,Profit
Government,CUST_ID_049,PROD_ID_001,Medium,980,5,350,"343,000.00",20580,"322,420.00","254,800.00","67,620.00"," 67,620.00 ",  ,15/07/2022,Jul,Q3,Elijah Perez,Montana,USA,Profit
Government,CUST_ID_037,PROD_ID_001,Medium,"1,460.00",5,350,"511,000.00",30660,"480,340.00","379,600.00","100,740.00"," 100,740.00 ",  ,17/05/2022,May,Q2,Henry Martinez,Montana,Germany,Profit
Channel Partners,CUST_ID_119,PROD_ID_001,Medium,"2,723.00",5,12,"32,676.00",1960.56,"30,715.44","8,169.00","22,546.44"," 22,546.44 ",  ,20/11/2022,Nov,Q4,Aiden Garcia,Montana,India,Profit
Government,CUST_ID_052,PROD_ID_002,Medium,"1,496.00",10,350,"523,600.00",31416,"492,184.00","388,960.00","103,224.00"," 103,224.00 ",  ,01/03/2021,Mar,Q1,Charlotte Martin,Paseo,France,Profit
Enterprise,CUST_ID_007,PROD_ID_003,Medium,952,120,125,"119,000.00",7140,"111,860.00","114,240.00","-2,380.00",  ," 2,380.00 ",11/11/2022,Nov,Q4,Ethan Miller,Velo,India,Loss
Enterprise,CUST_ID_015,PROD_ID_003,Medium,"2,755.00",120,125,"344,375.00",20662.5,"323,712.50","330,600.00","-6,887.50",  ," 6,887.50 ",17/08/2021,Aug,Q3,Samuel Taylor,Velo,India,Loss
Midmarket,CUST_ID_096,PROD_ID_003,Medium,"1,530.00",120,15,"22,950.00",1377,"21,573.00","15,300.00","6,273.00"," 6,273.00 ",  ,24/08/2022,Aug,Q3,Emily Phillips,Velo,Japan,Profit
Government,CUST_ID_054,PROD_ID_003,Medium,"1,496.00",120,350,"523,600.00",31416,"492,184.00","388,960.00","103,224.00"," 103,224.00 ",  ,14/05/2021,May,Q2,Harper Wilson,Velo,Italy,Profit
Government,CUST_ID_031,PROD_ID_003,Medium,"1,498.00",120,7,"10,486.00",629.16,"9,856.84","7,490.00","2,366.84"," 2,366.84 ",  ,11/01/2022,Jan,Q1,Benjamin Lee,Velo,India,Profit
Midmarket,CUST_ID_137,PROD_ID_004,Medium,"2,844.00",250,15,"42,660.00",2559.6,"40,100.40","28,440.00","11,660.40"," 11,660.40 ",  ,21/11/2021,Nov,Q4,Samuel Turner,VTT,USA,Profit
Government,CUST_ID_034,PROD_ID_004,Medium,"1,498.00",250,7,"10,486.00",629.16,"9,856.84","7,490.00","2,366.84"," 2,366.84 ",  ,15/03/2021,Mar,Q1,Charlotte Davis,VTT,Canada,Profit
Enterprise,CUST_ID_138,PROD_ID_006,Medium,"1,987.50",260,125,"248,437.50",14906.25,"233,531.25","238,500.00","-4,968.75",  ," 4,968.75 ",28/06/2022,Jun,Q2,Harper Martin,Amarilla,Canada,Loss
Government,CUST_ID_093,PROD_ID_006,Medium,"1,679.00",260,350,"587,650.00",35259,"552,391.00","436,540.00","115,851.00"," 115,851.00 ",  ,18/11/2021,Nov,Q4,Jackson Hill,Amarilla,Germany,Profit
Midmarket,CUST_ID_026,PROD_ID_002,Medium,"2,198.00",10,15,"32,970.00",1978.2,"30,991.80","21,980.00","9,011.80"," 9,011.80 ",  ,20/10/2022,Oct,Q4,Avery Turner,Paseo,Canada,Profit
Midmarket,CUST_ID_038,PROD_ID_002,Medium,"1,743.00",10,15,"26,145.00",1568.7,"24,576.30","17,430.00","7,146.30"," 7,146.30 ",  ,16/03/2022,Mar,Q1,Amelia Wilson,Paseo,Italy,Profit
Midmarket,CUST_ID_026,PROD_ID_002,Medium,"1,153.00",10,15,"17,295.00",1037.7,"16,257.30","11,530.00","4,727.30"," 4,727.30 ",  ,18/11/2021,Nov,Q4,Avery Turner,Paseo,Canada,Profit
Government,CUST_ID_028,PROD_ID_003,Medium,"1,001.00",120,20,"20,020.00",1201.2,"18,818.80","10,010.00","8,808.80"," 8,808.80 ",  ,30/11/2022,Nov,Q4,Sofia Phillips,Velo,France,Profit
Government,CUST_ID_031,PROD_ID_003,Medium,"1,333.00",120,7,"9,331.00",559.86,"8,771.14","6,665.00","2,106.14"," 2,106.14 ",  ,17/06/2021,Jun,Q2,Benjamin Lee,Velo,India,Profit
Midmarket,CUST_ID_139,PROD_ID_004,Medium,"1,153.00",250,15,"17,295.00",1037.7,"16,257.30","11,530.00","4,727.30"," 4,727.30 ",  ,13/10/2022,Oct,Q4,Henry Garcia,VTT,England,Profit
Channel Partners,CUST_ID_077,PROD_ID_005,Medium,727,3,12,"8,724.00",610.68,"8,113.32","2,181.00","5,932.32"," 5,932.32 ",  ,20/08/2022,Aug,Q3,Samuel Phillips,Carretera,Germany,Profit
Channel Partners,CUST_ID_036,PROD_ID_005,Medium,"1,884.00",3,12,"22,608.00",1582.56,"21,025.44","5,652.00","15,373.44"," 15,373.44 ",  ,24/04/2021,Apr,Q2,Harper Anderson,Carretera,France,Profit
Channel Partners,CUST_ID_120,PROD_ID_001,Medium,"2,340.00",5,12,"28,080.00",1965.6,"26,114.40","7,020.00","19,094.40"," 19,094.40 ",  ,08/03/2022,Mar,Q1,Emily Hill,Montana,Japan,Profit
Channel Partners,CUST_ID_129,PROD_ID_001,Medium,"2,342.00",5,12,"28,104.00",1967.28,"26,136.72","7,026.00","19,110.72"," 19,110.72 ",  ,25/08/2021,Aug,Q3,Jackson Turner,Montana,USA,Profit
Midmarket,CUST_ID_140,PROD_ID_003,Medium,"1,262.00",120,15,"18,930.00",1325.1,"17,604.90","12,620.00","4,984.90"," 4,984.90 ",  ,18/04/2021,Apr,Q2,Amelia Phillips,Velo,France,Profit
Government,CUST_ID_016,PROD_ID_003,Medium,"1,135.00",120,7,"7,945.00",556.15,"7,388.85","5,675.00","1,713.85"," 1,713.85 ",  ,08/05/2021,May,Q2,Harper Davis,Velo,Japan,Profit
Government,CUST_ID_041,PROD_ID_003,Medium,547,120,7,"3,829.00",268.03,"3,560.97","2,735.00",825.97, 825.97 ,  ,04/08/2022,Aug,Q3,Aiden Clark,Velo,USA,Profit
Government,CUST_ID_016,PROD_ID_003,Medium,"1,582.00",120,7,"11,074.00",775.18,"10,298.82","7,910.00","2,388.82"," 2,388.82 ",  ,05/04/2021,Apr,Q2,Harper Davis,Velo,Japan,Profit
Channel Partners,CUST_ID_081,PROD_ID_004,Medium,"1,738.50",250,12,"20,862.00",1460.34,"19,401.66","5,215.50","14,186.16"," 14,186.16 ",  ,25/02/2022,Feb,Q1,Jackson Lewis,VTT,USA,Profit
Government,CUST_ID_055,PROD_ID_004,Medium,"1,582.00",250,7,"11,074.00",775.18,"10,298.82","7,910.00","2,388.82"," 2,388.82 ",  ,01/01/2022,Jan,Q1,Henry Turner,VTT,India,Profit
Government,CUST_ID_047,PROD_ID_006,Medium,"1,135.00",260,7,"7,945.00",556.15,"7,388.85","5,675.00","1,713.85"," 1,713.85 ",  ,04/06/2021,Jun,Q2,Michael Wilson,Amarilla,India,Profit
Government,CUST_ID_057,PROD_ID_005,Medium,"1,761.00",3,350,"616,350.00",43144.5,"573,205.50","457,860.00","115,345.50"," 115,345.50 ",  ,03/05/2022,May,Q2,Jackson Hill,Carretera,USA,Profit
Small Business,CUST_ID_141,PROD_ID_005,Medium,448,3,300,"134,400.00",9408,"124,992.00","112,000.00","12,992.00"," 12,992.00 ",  ,14/08/2022,Aug,Q3,Jackson Hill,Carretera,Germany,Profit
Small Business,CUST_ID_141,PROD_ID_005,Medium,"2,181.00",3,300,"654,300.00",45801,"608,499.00","545,250.00","63,249.00"," 63,249.00 ",  ,24/07/2021,Jul,Q3,Jackson Hill,Carretera,Germany,Profit
Government,CUST_ID_059,PROD_ID_001,Medium,"1,976.00",5,20,"39,520.00",2766.4,"36,753.60","19,760.00","16,993.60"," 16,993.60 ",  ,24/09/2021,Sep,Q3,Aiden Martin,Montana,England,Profit
Small Business,CUST_ID_078,PROD_ID_001,Medium,"2,181.00",5,300,"654,300.00",45801,"608,499.00","545,250.00","63,249.00"," 63,249.00 ",  ,26/07/2022,Jul,Q3,Harper Hill,Montana,Italy,Profit
Small Business,CUST_ID_070,PROD_ID_002,Medium,"1,702.00",10,300,"510,600.00",35742,"474,858.00","425,500.00","49,358.00"," 49,358.00 ",  ,17/05/2022,May,Q2,Abigail Garcia,Paseo,Italy,Profit
Small Business,CUST_ID_121,PROD_ID_002,Medium,448,10,300,"134,400.00",9408,"124,992.00","112,000.00","12,992.00"," 12,992.00 ",  ,04/06/2022,Jun,Q2,Benjamin Phillips,Paseo,USA,Profit
Enterprise,CUST_ID_023,PROD_ID_002,Medium,"3,513.00",10,125,"439,125.00",30738.75,"408,386.25","421,560.00","-13,173.75",  ," 13,173.75 ",09/10/2021,Oct,Q4,Sebastian Lee,Paseo,India,Loss
Midmarket,CUST_ID_002,PROD_ID_002,Medium,"2,101.00",10,15,"31,515.00",2206.05,"29,308.95","21,010.00","8,298.95"," 8,298.95 ",  ,28/04/2021,Apr,Q2,Emma Johnson,Paseo,Canada,Profit
Government,CUST_ID_052,PROD_ID_002,Medium,"1,535.00",10,20,"30,700.00",2149,"28,551.00","15,350.00","13,201.00"," 13,201.00 ",  ,06/03/2021,Mar,Q1,Charlotte Martin,Paseo,France,Profit
Small Business,CUST_ID_061,PROD_ID_003,Medium,"1,659.00",120,300,"497,700.00",34839,"462,861.00","414,750.00","48,111.00"," 48,111.00 ",  ,06/11/2022,Nov,Q4,Benjamin Martin,Velo,Germany,Profit
Government,CUST_ID_031,PROD_ID_003,Medium,609,120,20,"12,180.00",852.6,"11,327.40","6,090.00","5,237.40"," 5,237.40 ",  ,20/12/2021,Dec,Q4,Benjamin Lee,Velo,India,Profit
Enterprise,CUST_ID_029,PROD_ID_003,Medium,"2,087.00",120,125,"260,875.00",18261.25,"242,613.75","250,440.00","-7,826.25",  ," 7,826.25 ",12/04/2021,Apr,Q2,Elijah Martin,Velo,Germany,Loss
Government,CUST_ID_054,PROD_ID_003,Medium,"1,976.00",120,20,"39,520.00",2766.4,"36,753.60","19,760.00","16,993.60"," 16,993.60 ",  ,03/08/2022,Aug,Q3,Harper Wilson,Velo,Italy,Profit
Small Business,CUST_ID_086,PROD_ID_003,Medium,"1,372.00",120,300,"411,600.00",28812,"382,788.00","343,000.00","39,788.00"," 39,788.00 ",  ,29/07/2021,Jul,Q3,Mia Hill,Velo,Italy,Profit
Channel Partners,CUST_ID_142,PROD_ID_004,Medium,"3,244.50",250,12,"38,934.00",2725.38,"36,208.62","9,733.50","26,475.12"," 26,475.12 ",  ,24/09/2022,Sep,Q3,Abigail Martin,VTT,Italy,Profit
Small Business,CUST_ID_062,PROD_ID_004,Medium,959,250,300,"287,700.00",20139,"267,561.00","239,750.00","27,811.00"," 27,811.00 ",  ,14/04/2022,Apr,Q2,Mia Lewis,VTT,Italy,Profit
Small Business,CUST_ID_017,PROD_ID_004,Medium,"2,747.00",250,300,"824,100.00",57687,"766,413.00","686,750.00","79,663.00"," 79,663.00 ",  ,10/04/2021,Apr,Q2,Henry Anderson,VTT,USA,Profit
Enterprise,CUST_ID_143,PROD_ID_006,Medium,"1,645.00",260,125,"205,625.00",14393.75,"191,231.25","197,400.00","-6,168.75",  ," 6,168.75 ",03/06/2022,Jun,Q2,Aiden Garcia,Amarilla,India,Loss
Government,CUST_ID_065,PROD_ID_006,Medium,"2,876.00",260,350,"1,006,600.00",70462,"936,138.00","747,760.00","188,378.00"," 188,378.00 ",  ,30/06/2022,Jun,Q2,Samuel Wilson,Amarilla,USA,Profit
Government,CUST_ID_047,PROD_ID_006,Medium,"1,118.00",260,20,"22,360.00",1565.2,"20,794.80","11,180.00","9,614.80"," 9,614.80 ",  ,04/12/2021,Dec,Q4,Michael Wilson,Amarilla,India,Profit
Small Business,CUST_ID_144,PROD_ID_006,Medium,"1,372.00",260,300,"411,600.00",28812,"382,788.00","343,000.00","39,788.00"," 39,788.00 ",  ,20/09/2022,Sep,Q3,Emily Hill,Amarilla,Japan,Profit
Government,CUST_ID_043,PROD_ID_001,Medium,488,5,7,"3,416.00",273.28,"3,142.72","2,440.00",702.72, 702.72 ,  ,20/10/2022,Oct,Q4,Sebastian Phillips,Montana,England,Profit
Government,CUST_ID_099,PROD_ID_001,Medium,"1,282.00",5,20,"25,640.00",2051.2,"23,588.80","12,820.00","10,768.80"," 10,768.80 ",  ,12/10/2021,Oct,Q4,Logan Martin,Montana,England,Profit
Government,CUST_ID_004,PROD_ID_002,Medium,257,10,7,"1,799.00",143.92,"1,655.08","1,285.00",370.08, 370.08 ,  ,21/10/2021,Oct,Q4,Olivia Brown,Paseo,France,Profit
Government,CUST_ID_064,PROD_ID_006,Medium,"1,282.00",260,20,"25,640.00",2051.2,"23,588.80","12,820.00","10,768.80"," 10,768.80 ",  ,02/10/2021,Oct,Q4,Charlotte Anderson,Amarilla,Japan,Profit
Enterprise,CUST_ID_100,PROD_ID_005,Medium,"1,540.00",3,125,"192,500.00",15400,"177,100.00","184,800.00","-7,700.00",  ," 7,700.00 ",31/05/2021,May,Q2,Charlotte Garcia,Carretera,France,Loss
Midmarket,CUST_ID_106,PROD_ID_005,Medium,490,3,15,"7,350.00",588,"6,762.00","4,900.00","1,862.00"," 1,862.00 ",  ,06/01/2022,Jan,Q1,Abigail Phillips,Carretera,Canada,Profit
Government,CUST_ID_066,PROD_ID_005,Medium,"1,362.00",3,350,"476,700.00",38136,"438,564.00","354,120.00","84,444.00"," 84,444.00 ",  ,26/01/2021,Jan,Q1,Harper Turner,Carretera,Canada,Profit
Midmarket,CUST_ID_145,PROD_ID_001,Medium,"2,501.00",5,15,"37,515.00",3001.2,"34,513.80","25,010.00","9,503.80"," 9,503.80 ",  ,03/01/2022,Jan,Q1,Benjamin Phillips,Montana,USA,Profit
Government,CUST_ID_043,PROD_ID_001,Medium,708,5,20,"14,160.00",1132.8,"13,027.20","7,080.00","5,947.20"," 5,947.20 ",  ,27/11/2021,Nov,Q4,Sebastian Phillips,Montana,England,Profit
Government,CUST_ID_037,PROD_ID_001,Medium,645,5,20,"12,900.00",1032,"11,868.00","6,450.00","5,418.00"," 5,418.00 ",  ,15/08/2022,Aug,Q3,Henry Martinez,Montana,Germany,Profit
Small Business,CUST_ID_078,PROD_ID_001,Medium,"1,562.00",5,300,"468,600.00",37488,"431,112.00","390,500.00","40,612.00"," 40,612.00 ",  ,11/07/2022,Jul,Q3,Harper Hill,Montana,Italy,Profit
Midmarket,CUST_ID_109,PROD_ID_001,Medium,711,5,15,"10,665.00",853.2,"9,811.80","7,110.00","2,701.80"," 2,701.80 ",  ,22/06/2022,Jun,Q2,Benjamin Garcia,Montana,Germany,Profit
Enterprise,CUST_ID_024,PROD_ID_002,Medium,"1,114.00",10,125,"139,250.00",11140,"128,110.00","133,680.00","-5,570.00",  ," 5,570.00 ",09/11/2022,Nov,Q4,Elizabeth Green,Paseo,Japan,Loss
Government,CUST_ID_072,PROD_ID_002,Medium,"1,259.00",10,7,"8,813.00",705.04,"8,107.96","6,295.00","1,812.96"," 1,812.96 ",  ,12/07/2022,Jul,Q3,Emily Hill,Paseo,Japan,Profit
Government,CUST_ID_072,PROD_ID_002,Medium,"1,095.00",10,7,"7,665.00",613.2,"7,051.80","5,475.00","1,576.80"," 1,576.80 ",  ,28/09/2021,Sep,Q3,Emily Hill,Paseo,Japan,Profit
Government,CUST_ID_072,PROD_ID_002,Medium,"1,366.00",10,20,"27,320.00",2185.6,"25,134.40","13,660.00","11,474.40"," 11,474.40 ",  ,04/03/2021,Mar,Q1,Emily Hill,Paseo,Japan,Profit
Small Business,CUST_ID_003,PROD_ID_002,Medium,"2,460.00",10,300,"738,000.00",59040,"678,960.00","615,000.00","63,960.00"," 63,960.00 ",  ,27/07/2021,Jul,Q3,Noah Williams,Paseo,England,Profit
Government,CUST_ID_027,PROD_ID_002,Medium,678,10,7,"4,746.00",379.68,"4,366.32","3,390.00",976.32, 976.32 ,  ,21/03/2021,Mar,Q1,Michael Hill,Paseo,England,Profit
Government,CUST_ID_072,PROD_ID_002,Medium,"1,598.00",10,7,"11,186.00",894.88,"10,291.12","7,990.00","2,301.12"," 2,301.12 ",  ,06/11/2021,Nov,Q4,Emily Hill,Paseo,Japan,Profit
Government,CUST_ID_072,PROD_ID_002,Medium,"1,934.00",10,20,"38,680.00",3094.4,"35,585.60","19,340.00","16,245.60"," 16,245.60 ",  ,02/02/2021,Feb,Q1,Emily Hill,Paseo,Japan,Profit
Government,CUST_ID_040,PROD_ID_002,Medium,"2,993.00",10,20,"59,860.00",4788.8,"55,071.20","29,930.00","25,141.20"," 25,141.20 ",  ,12/01/2021,Jan,Q1,Abigail Lewis,Paseo,Japan,Profit
Government,CUST_ID_040,PROD_ID_002,Medium,"1,362.00",10,350,"476,700.00",38136,"438,564.00","354,120.00","84,444.00"," 84,444.00 ",  ,12/09/2022,Sep,Q3,Abigail Lewis,Paseo,Japan,Profit
Channel Partners,CUST_ID_133,PROD_ID_003,Medium,598,120,12,"7,176.00",574.08,"6,601.92","1,794.00","4,807.92"," 4,807.92 ",  ,04/05/2021,May,Q2,Benjamin Garcia,Velo,Germany,Profit
Government,CUST_ID_041,PROD_ID_003,Medium,"2,907.00",120,7,"20,349.00",1627.92,"18,721.08","14,535.00","4,186.08"," 4,186.08 ",  ,17/08/2022,Aug,Q3,Aiden Clark,Velo,USA,Profit
Government,CUST_ID_028,PROD_ID_003,Medium,"2,338.00",120,7,"16,366.00",1309.28,"15,056.72","11,690.00","3,366.72"," 3,366.72 ",  ,05/07/2021,Jul,Q3,Sofia Phillips,Velo,France,Profit
Small Business,CUST_ID_097,PROD_ID_003,Medium,635,120,300,"190,500.00",15240,"175,260.00","158,750.00","16,510.00"," 16,510.00 ",  ,11/08/2021,Aug,Q3,Benjamin Hill,Velo,USA,Profit
Government,CUST_ID_008,PROD_ID_004,Medium,574.5,250,350,"201,075.00",16086,"184,989.00","149,370.00","35,619.00"," 35,619.00 ",  ,22/02/2022,Feb,Q1,Isabella Wilson,VTT,Japan,Profit
Government,CUST_ID_056,PROD_ID_004,Medium,"2,338.00",250,7,"16,366.00",1309.28,"15,056.72","11,690.00","3,366.72"," 3,366.72 ",  ,13/10/2022,Oct,Q4,Amelia Perez,VTT,Japan,Profit
Government,CUST_ID_008,PROD_ID_004,Medium,381,250,350,"133,350.00",10668,"122,682.00","99,060.00","23,622.00"," 23,622.00 ",  ,20/03/2022,Mar,Q1,Isabella Wilson,VTT,Japan,Profit
Government,CUST_ID_056,PROD_ID_004,Medium,422,250,350,"147,700.00",11816,"135,884.00","109,720.00","26,164.00"," 26,164.00 ",  ,06/08/2022,Aug,Q3,Amelia Perez,VTT,Japan,Profit
Small Business,CUST_ID_063,PROD_ID_004,Medium,"2,134.00",250,300,"640,200.00",51216,"588,984.00","533,500.00","55,484.00"," 55,484.00 ",  ,20/03/2022,Mar,Q1,Logan Clark,VTT,India,Profit
Government,CUST_ID_047,PROD_ID_006,Medium,708,260,20,"14,160.00",1132.8,"13,027.20","7,080.00","5,947.20"," 5,947.20 ",  ,19/04/2021,Apr,Q2,Michael Wilson,Amarilla,India,Profit
Government,CUST_ID_064,PROD_ID_006,Medium,"2,907.00",260,7,"20,349.00",1627.92,"18,721.08","14,535.00","4,186.08"," 4,186.08 ",  ,25/04/2022,Apr,Q2,Charlotte Anderson,Amarilla,Japan,Profit
Government,CUST_ID_035,PROD_ID_006,Medium,"1,366.00",260,20,"27,320.00",2185.6,"25,134.40","13,660.00","11,474.40"," 11,474.40 ",  ,08/10/2022,Oct,Q4,Samuel Johnson,Amarilla,England,Profit
Small Business,CUST_ID_127,PROD_ID_006,Medium,"2,460.00",260,300,"738,000.00",59040,"678,960.00","615,000.00","63,960.00"," 63,960.00 ",  ,15/06/2022,Jun,Q2,Henry Martin,Amarilla,India,Profit
Government,CUST_ID_035,PROD_ID_006,Medium,"1,520.00",260,20,"30,400.00",2432,"27,968.00","15,200.00","12,768.00"," 12,768.00 ",  ,10/10/2022,Oct,Q4,Samuel Johnson,Amarilla,England,Profit
Midmarket,CUST_ID_082,PROD_ID_006,Medium,711,260,15,"10,665.00",853.2,"9,811.80","7,110.00","2,701.80"," 2,701.80 ",  ,27/07/2022,Jul,Q3,Abigail Clark,Amarilla,Canada,Profit
Small Business,CUST_ID_127,PROD_ID_006,Medium,635,260,300,"190,500.00",15240,"175,260.00","158,750.00","16,510.00"," 16,510.00 ",  ,27/06/2022,Jun,Q2,Henry Martin,Amarilla,India,Profit
Government,CUST_ID_033,PROD_ID_004,Medium,436.5,250,20,"8,730.00",698.4,"8,031.60","4,365.00","3,666.60"," 3,666.60 ",  ,12/05/2022,May,Q2,Logan Garcia,VTT,USA,Profit
Small Business,CUST_ID_146,PROD_ID_005,Medium,"1,094.00",3,300,"328,200.00",29538,"298,662.00","273,500.00","25,162.00"," 25,162.00 ",  ,20/12/2022,Dec,Q4,Mia Turner,Carretera,Canada,Profit
Small Business,CUST_ID_074,PROD_ID_001,Medium,"3,802.50",5,300,"1,140,750.00",102667.5,"1,038,082.50","950,625.00","87,457.50"," 87,457.50 ",  ,06/12/2022,Dec,Q4,Mia Turner,Montana,Canada,Profit
Government,CUST_ID_059,PROD_ID_001,Medium,"1,666.00",5,350,"583,100.00",52479,"530,621.00","433,160.00","97,461.00"," 97,461.00 ",  ,01/09/2021,Sep,Q3,Aiden Martin,Montana,England,Profit
Channel Partners,CUST_ID_110,PROD_ID_001,Medium,"2,321.00",5,12,"27,852.00",2506.68,"25,345.32","6,963.00","18,382.32"," 18,382.32 ",  ,21/06/2021,Jun,Q2,Mia Hill,Montana,Italy,Profit
Enterprise,CUST_ID_013,PROD_ID_001,Medium,"2,797.00",5,125,"349,625.00",31466.25,"318,158.75","335,640.00","-17,481.25",  ," 17,481.25 ",24/10/2021,Oct,Q4,Logan Jackson,Montana,Germany,Loss
Small Business,CUST_ID_003,PROD_ID_002,Medium,"2,565.00",10,300,"769,500.00",69255,"700,245.00","641,250.00","58,995.00"," 58,995.00 ",  ,29/07/2021,Jul,Q3,Noah Williams,Paseo,England,Profit
Government,CUST_ID_040,PROD_ID_002,Medium,"2,417.00",10,350,"845,950.00",76135.5,"769,814.50","628,420.00","141,394.50"," 141,394.50 ",  ,24/04/2022,Apr,Q2,Abigail Lewis,Paseo,Japan,Profit
Midmarket,CUST_ID_026,PROD_ID_002,Medium,"3,675.00",10,15,"55,125.00",4961.25,"50,163.75","36,750.00","13,413.75"," 13,413.75 ",  ,28/10/2021,Oct,Q4,Avery Turner,Paseo,Canada,Profit
Small Business,CUST_ID_070,PROD_ID_002,Medium,"1,094.00",10,300,"328,200.00",29538,"298,662.00","273,500.00","25,162.00"," 25,162.00 ",  ,01/07/2021,Jul,Q3,Abigail Garcia,Paseo,Italy,Profit
Midmarket,CUST_ID_002,PROD_ID_002,Medium,"1,227.00",10,15,"18,405.00",1656.45,"16,748.55","12,270.00","4,478.55"," 4,478.55 ",  ,21/10/2021,Oct,Q4,Emma Johnson,Paseo,Canada,Profit
Small Business,CUST_ID_121,PROD_ID_002,Medium,"1,324.00",10,300,"397,200.00",35748,"361,452.00","331,000.00","30,452.00"," 30,452.00 ",  ,04/06/2021,Jun,Q2,Benjamin Phillips,Paseo,USA,Profit
Enterprise,CUST_ID_115,PROD_ID_002,Medium,"2,797.00",10,125,"349,625.00",31466.25,"318,158.75","335,640.00","-17,481.25",  ," 17,481.25 ",26/07/2021,Jul,Q3,Henry Garcia,Paseo,England,Loss
Midmarket,CUST_ID_091,PROD_ID_003,Medium,245,120,15,"3,675.00",330.75,"3,344.25","2,450.00",894.25, 894.25 ,  ,29/12/2022,Dec,Q4,Henry Garcia,Velo,England,Profit
Small Business,CUST_ID_101,PROD_ID_003,Medium,"3,793.50",120,300,"1,138,050.00",102424.5,"1,035,625.50","948,375.00","87,250.50"," 87,250.50 ",  ,07/05/2022,May,Q2,Samuel Hill,Velo,Germany,Profit
Government,CUST_ID_028,PROD_ID_003,Medium,"1,307.00",120,350,"457,450.00",41170.5,"416,279.50","339,820.00","76,459.50"," 76,459.50 ",  ,21/02/2021,Feb,Q1,Sofia Phillips,Velo,France,Profit
